  -0.58776,  -0.73992,  -0.30200,  -0.89350,  -0.19557,  -0.85595,  -0.91465,  -0.18355,   0.03037,  -0.88137,  -0.58342,   0.10130,  -0.93689,  -0.79399,  -0.78533,  -0.75830,  -0.56663,  -0.16154,  -0.12178,  -0.65564,  -0.22699,  -0.30425,  -0.70688,  -0.72211,  -0.74389,  -0.52852,  -0.71627,  -0.61116,  -0.80941,  -0.26881,   0.00934,  -0.74198,   0.29695,   0.31247,  -0.81740,   0.79019,   0.65874,  -0.64052,  -0.68336,  -0.86294,  -0.93750,  -0.83947,  -0.41720,  -0.64768,  -0.03015,  -0.89005,  -0.55643,  -0.53281,  -0.91463,  -0.27768,  -0.15975,  -0.35543,  -0.44473,  -0.12564,  -0.07420,  -0.30219,  -0.33785,  -0.93750,   0.44948,   0.20975,  -0.34385,  -0.93750,  -0.63085,   0.40489,  -0.87305,  -0.68798,  -0.23039,  -0.31841,  -0.19312,  -0.58976,  -0.13802,  -0.83879,   0.27295,   0.38384,  -0.86936,  -0.77556,  -0.88966,  -0.19057,  -0.83967,  -0.72551,   0.49344,  -0.07620,  -0.54585,  -0.26505
  -0.91200,  -0.69037,  -0.46743,  -0.58759,  -0.35487,   0.88081,  -0.77953,  -0.76007,  -0.51436,   0.04677,  -0.83084,  -0.50559,   0.36317,  -0.60709,  -0.69929,  -0.58566,  -0.55081,   0.05055,  -0.56110,  -0.39633,  -0.46163,  -0.27783,  -0.80095,  -0.15666,  -0.24083,  -0.65662,  -0.69389,  -0.68906,  -0.93750,  -0.81124,  -0.53140,   0.21785,  -0.60940,  -0.11133,  -0.38335,  -0.09649,  -0.33596,  -0.46531,  -0.69949,  -0.08761,  -0.75592,   0.67746,  -0.67170,  -0.69568,  -0.47003,  -0.81814,  -0.32737,  -0.41955,  -0.20176,  -0.29397,   0.00404,  -0.92778,  -0.37711,  -0.82445,  -0.79307,  -0.79423,  -0.44371,  -0.40210,  -0.67872,  -0.76800,   0.48986,  -0.91605,  -0.44548,  -0.31221,   0.08147,  -0.60764,  -0.71213,  -0.00041,  -0.42147,   0.27761,  -0.54074,  -0.32955,   0.30579,   0.26108,  -0.56313,   0.17665,   0.58946,  -0.35786,   0.50372,   0.00309,  -0.35395,  -0.27507,  -0.73612,  -0.86590
  -0.80487,  -0.72991,  -0.69044,  -0.17570,  -0.23949,  -0.39295,  -0.22801,  -0.74245,  -0.65227,  -0.44340,   0.06160,  -0.43641,  -0.40374,   0.21697,  -0.43969,  -0.39555,   0.22064,  -0.93750,  -0.61659,  -0.93750,  -0.75803,   0.12034,   0.37017,  -0.37866,  -0.82383,  -0.42584,  -0.36376,   0.30226,   0.39317,   0.38553,  -0.79175,   0.81764,  -0.64111,  -0.62857,  -0.77571,  -0.35741,  -0.35477,  -0.53623,   0.08834,  -0.10718,  -0.87759,  -0.84687,   0.41968,   0.41443,  -0.81726,  -0.58536,   0.31816,  -0.35633,  -0.43525,  -0.93750,  -0.70589,   0.50694,  -0.93750,  -0.64732,  -0.60386,  -0.46625,  -0.88800,   0.53782,  -0.03771,  -0.71334,  -0.66028,  -0.93750,  -0.79659,  -0.75654,  -0.83661,   0.29028,   0.18031,  -0.22084,   0.58514,  -0.88788,  -0.73218,  -0.80179,  -0.81495,  -0.43581,  -0.47030,   0.74608,  -0.93750,  -0.50738,  -0.26173,  -0.32550,  -0.33565,  -0.93750,   0.34491,  -0.88483
  -0.89908,  -0.44687,   0.87113,  -0.92221,   0.82261,  -0.79506,  -0.87204,  -0.07610,  -0.82029,  -0.00180,  -0.93750,   0.01643,  -0.93750,  -0.86447,  -0.82903,   0.68547,   0.22025,  -0.03584,  -0.93750,  -0.91114,  -0.81463,   0.69250,   0.35567,  -0.93750,   0.71472,  -0.87879,  -0.76661,  -0.46453,  -0.92429,  -0.36287,   0.08409,   0.33741,  -0.74909,  -0.68946,  -0.88713,  -0.93750,  -0.79747,  -0.29802,   0.83478,   0.39093,  -0.82374,  -0.86745,   0.61379,  -0.60472,  -0.15274,  -0.66689,  -0.68424,   0.50212,   0.50948,  -0.93750,   0.15812,  -0.15750,   0.29690,  -0.29533,   0.47570,   0.37618,  -0.03293,  -0.80732,   0.88618,   0.01673,  -0.16137,  -0.78136,  -0.47206,  -0.50243,   0.12631,   0.29573,  -0.79895,  -0.46274,   0.14232,  -0.87905,  -0.13457,   0.18115,  -0.34679,  -0.86279,  -0.93750,  -0.81923,  -0.93750,   0.49336,   0.03975,   0.83679,  -0.92266,   0.34621,   0.93750,  -0.93750
  -0.85569,  -0.67493,   0.87380,   0.48484,   0.48620,  -0.79897,  -0.26353,   0.50837,   0.61004,  -0.37499,  -0.68581,  -0.06313,  -0.93228,  -0.93750,  -0.92384,   0.21503,   0.89467,  -0.14260,  -0.32060,  -0.79820,  -0.87586,  -0.32025,  -0.35125,  -0.88120,   0.76349,  -0.80595,  -0.78036,  -0.27857,  -0.82067,  -0.85794,   0.72509,  -0.92755,  -0.23210,  -0.87431,  -0.86986,  -0.77963,  -0.59066,   0.59616,  -0.33902,   0.56265,   0.23769,  -0.90506,   0.93750,   0.50606,  -0.84463,  -0.63643,  -0.68577,   0.37084,  -0.79568,  -0.93750,   0.79109,  -0.93750,  -0.71144,  -0.93750,   0.19436,   0.57714,   0.40049,  -0.93750,   0.86289,   0.80864,  -0.42697,  -0.89518,   0.80900,  -0.43608,  -0.88148,   0.36483,  -0.93750,  -0.67939,  -0.44712,  -0.54694,   0.39919,  -0.65722,   0.31907,   0.61777,   0.25804,  -0.93750,  -0.93750,   0.86868,  -0.62782,   0.37622,  -0.83913,  -0.92284,  -0.19940,   0.07956
  -0.65567,  -0.91278,   0.00730,  -0.92305,  -0.54394,  -0.66977,  -0.82119,  -0.17676,  -0.88251,  -0.87196,  -0.56348,  -0.19038,  -0.69964,  -0.49757,  -0.87937,  -0.86529,  -0.44721,  -0.42894,  -0.15528,  -0.82219,  -0.48018,  -0.25147,  -0.89148,  -0.93752,   0.23706,   0.50493,  -0.81767,  -0.70200,  -0.63491,  -0.72857,   0.56298,  -0.75679,   0.52437,  -0.01853,  -0.68336,   0.55211,   0.44830,  -0.78648,  -0.39826,  -0.93535,  -0.79072,  -0.26987,  -0.52550,  -0.82633,  -0.05096,  -0.81911,  -0.87319,  -0.71473,  -0.80517,  -0.22154,   0.01146,  -0.77981,  -0.56924,  -0.62923,  -0.21146,  -0.53801,  -0.05604,  -0.73916,  -0.66059,  -0.40168,   0.08614,  -0.76208,  -0.79195,  -0.70478,  -0.47472,  -0.63548,  -0.89024,   0.14958,  -0.69016,  -0.72783,  -0.25908,  -0.73794,  -0.03495,   0.00544,  -0.93750,  -0.55551,  -0.91641,  -0.23536,  -0.43231,  -0.61915,   0.36553,  -0.19773,  -0.31389,  -0.85932
  -0.76198,  -0.80693,  -0.20447,  -0.62514,   0.52961,   0.10090,  -0.73237,  -0.76650,   0.26162,  -0.43142,  -0.84776,  -0.12283,  -0.61378,  -0.87254,  -0.64047,  -0.44610,   0.12764,  -0.55037,  -0.46192,  -0.46152,  -0.81646,  -0.16824,  -0.59379,  -0.65155,   0.66074,  -0.59548,  -0.11500,  -0.90287,  -0.61400,  -0.88129,  -0.45856,  -0.59890,   0.36970,  -0.05115,  -0.28400,   0.08491,   0.18354,  -0.83175,  -0.68840,  -0.85363,  -0.81064,  -0.30767,  -0.32667,  -0.79755,   0.92153,  -0.67229,  -0.61827,  -0.92729,  -0.86497,  -0.81235,  -0.42512,  -0.49658,  -0.39592,  -0.34549,  -0.53940,  -0.63409,   0.87953,  -0.57461,   0.03119,  -0.72174,  -0.91601,  -0.93750,  -0.67894,  -0.68720,  -0.93750,  -0.47367,  -0.72749,   0.14302,  -0.48036,  -0.37812,   0.31038,  -0.60493,  -0.64839,  -0.66695,  -0.81632,  -0.88172,  -0.55605,   0.23955,  -0.13107,  -0.81449,  -0.15125,  -0.17891,  -0.70389,  -0.60448
  -0.92866,  -0.25550,   0.85934,  -0.16560,   0.41452,   0.30084,  -0.93750,   0.87599,  -0.85024,  -0.82899,  -0.90287,   0.52079,   0.48066,  -0.83094,  -0.93750,   0.10632,   0.91514,  -0.87827,  -0.61980,  -0.88499,  -0.21116,  -0.77969,  -0.11317,  -0.93750,  -0.36774,  -0.59991,  -0.68478,   0.04085,  -0.94092,  -0.83612,   0.67200,  -0.81087,  -0.14954,  -0.19771,  -0.93001,  -0.81746,  -0.81177,  -0.84703,   0.93750,   0.34947,  -0.64177,  -0.86535,   0.59295,  -0.86410,  -0.71077,  -0.90499,  -0.74674,  -0.82373,   0.42204,  -0.79768,   0.42278,  -0.79469,  -0.14087,  -0.54595,   0.91195,   0.37565,  -0.14976,  -0.93750,  -0.03090,   0.75697,  -0.68985,  -0.93750,   0.80441,  -0.72202,  -0.93588,  -0.64221,   0.07784,  -0.29281,   0.53856,  -0.82211,   0.28379,  -0.91176,  -0.52486,  -0.56440,  -0.79488,  -0.90940,  -0.87113,   0.03700,  -0.90829,   0.21119,  -0.83578,  -0.62205,   0.87603,  -0.87805
  -0.10784,  -0.67899,  -0.62837,  -0.85298,  -0.51830,   0.80153,  -0.51269,  -0.31372,  -0.40186,  -0.83683,  -0.49572,  -0.31172,   0.75474,  -0.73253,  -0.79378,  -0.62742,  -0.69386,  -0.29022,  -0.17805,   0.39338,  -0.15296,  -0.81861,  -0.81482,  -0.52654,  -0.41341,   0.03571,   0.75124,   0.14198,  -0.93750,   0.50211,  -0.11926,  -0.06220,  -0.49573,   0.10785,   0.29246,  -0.34615,  -0.46662,  -0.81807,  -0.61363,  -0.50006,   0.38964,   0.85137,  -0.77968,  -0.56572,  -0.81084,  -0.34343,   0.33882,  -0.28521,  -0.25329,  -0.51477,  -0.77126,  -0.75350,   0.19738,  -0.75033,   0.17678,  -0.71418,  -0.43052,  -0.90482,  -0.72782,  -0.39109,  -0.80168,   0.81793,  -0.27040,  -0.39635,  -0.75573,  -0.04966,  -0.61807,  -0.57275,   0.08592,  -0.14986,   0.24340,  -0.49808,   0.37144,  -0.62801,  -0.40781,  -0.84910,   0.15574,  -0.74983,  -0.84072,  -0.47061,  -0.59068,   0.93075,  -0.26225,  -0.87826
  -0.87987,  -0.66608,   0.36221,   0.76041,  -0.81315,  -0.76598,   0.57132,  -0.05294,  -0.41093,  -0.79673,  -0.74033,   0.49961,  -0.73222,   0.60583,  -0.78252,  -0.49420,  -0.58081,  -0.93750,   0.31281,  -0.86748,  -0.50091,   0.87575,  -0.48081,  -0.78738,  -0.62124,  -0.72357,  -0.37304,   0.43809,   0.29884,  -0.08501,   0.10352,  -0.81973,  -0.74701,  -0.66407,  -0.52507,  -0.59152,  -0.74736,  -0.56559,   0.78303,  -0.48484,   0.36912,  -0.56895,   0.03700,  -0.65242,  -0.87500,   0.02886,  -0.23163,   0.81834,  -0.08830,   0.41228,  -0.44636,   0.30823,  -0.18891,  -0.87411,   0.21899,   0.91977,  -0.69616,  -0.39176,  -0.33579,   0.70859,   0.31512,   0.35084,   0.34110,  -0.41362,  -0.32754,  -0.02273,   0.89622,   0.80181,   0.30213,  -0.85362,  -0.29854,  -0.03082,  -0.84106,   0.05026,  -0.20860,  -0.92691,  -0.02099,  -0.19159,  -0.93750,   0.08822,  -0.50784,  -0.87950,   0.49819,  -0.89485
