   0.03920,   0.17488,   0.39828,   0.77656,   0.39228,   0.41593,  -0.36529,   0.23513,   0.60824,   0.55276,  -0.74334,   0.25243,   0.34134,  -0.32893,   0.57948,   0.53523
  -0.26114,  -0.16619,  -0.60524,   0.83291,  -0.93750,  -0.38838,  -0.12009,   0.82390,   0.28108,   0.56459,   0.79292,   0.92217,   0.59986,  -0.71572,   0.80348,   0.79046
  -0.31538,  -0.53434,  -0.56516,  -0.39314,  -0.93750,  -0.36711,  -0.29632,   0.60036,  -0.47206,   0.00840,   0.93750,  -0.78707,   0.75774,   0.69706,   0.89970,   0.81335
   0.18882,   0.29774,  -0.93581,  -0.32106,  -0.41479,  -0.41655,   0.86562,   0.86738,  -0.93750,  -0.09236,   0.43574,  -0.06447,   0.21663,   0.01595,   0.85623,   0.79015
   0.13202,  -0.53513,  -0.71049,  -0.30113,   0.40414,  -0.51953,   0.92573,  -0.59462,  -0.16086,  -0.25487,   0.80108,   0.73314,  -0.06767,  -0.60365,   0.33565,   0.22258
   0.70283,   0.70782,   0.63286,   0.78604,   0.25964,   0.30052,  -0.50970,  -0.31406,  -0.06728,  -0.62982,  -0.75757,   0.50769,   0.47063,   0.82148,   0.93750,   0.93750
   0.51270,   0.04995,  -0.85498,   0.83929,   0.24383,   0.55060,  -0.54382,   0.91911,  -0.85540,   0.57148,   0.93750,   0.74769,   0.62541,  -0.39561,  -0.26841,   0.88086
   0.04476,  -0.17688,  -0.69452,   0.52249,  -0.08586,  -0.39325,   0.78048,  -0.45268,  -0.01958,  -0.04338,   0.75181,  -0.76954,   0.63820,   0.81889,   0.30531,   0.18794
  -0.11164,  -0.20193,   0.01590,   0.14253,   0.31128,  -0.61885,  -0.26631,   0.41974,  -0.92581,   0.63902,  -0.36207,  -0.62079,   0.78499,  -0.67910,   0.84573,   0.84362
  -0.13727,  -0.17346,   0.25243,  -0.54542,  -0.86258,  -0.51834,  -0.63125,   0.91839,  -0.76935,  -0.12257,   0.09666,  -0.82698,   0.44117,  -0.64080,   0.68299,  -0.18756
   0.22901,   0.17164,   0.88581,   0.60158,  -0.82182,  -0.49082,  -0.69768,   0.67918,  -0.49264,   0.48589,  -0.87201,  -0.73222,   0.49666,  -0.58914,   0.51129,   0.11077
   0.13497,   0.40698,   0.77907,   0.62820,  -0.29549,   0.55912,  -0.43819,  -0.76447,  -0.77102,   0.15480,   0.13357,   0.16451,   0.71481,   0.08773,   0.55720,   0.01504
   0.62330,  -0.73198,   0.80408,  -0.11915,  -0.81875,  -0.57128,   0.04607,   0.84400,  -0.22543,   0.45028,  -0.59351,   0.75902,   0.02142,  -0.48446,   0.76532,   0.30336
   0.65519,   0.11387,   0.76731,   0.80457,  -0.92735,  -0.09063,  -0.64554,   0.24606,  -0.58856,  -0.09964,  -0.38051,  -0.13610,   0.42585,   0.77262,  -0.33303,  -0.09234
