   0.56996,   0.38720,   0.53413,   0.37942,  -0.14678,  -0.51526
  -0.34489,   0.64162,   0.00372,   0.45808,  -0.17304,  -0.37182
  -0.49889,   0.22455,   0.50997,   0.42670,   0.15163,  -0.27619
  -0.28884,   0.68362,   0.70624,   0.57312,   0.00459,  -0.41629
   0.39574,   0.79882,   0.33651,  -0.11957,   0.14519,  -0.37296
   0.36117,  -0.02040,  -0.19100,  -0.32214,   0.63744,  -0.54393
  -0.51602,   0.09622,  -0.32277,  -0.16803,   0.35610,  -0.28569
  -0.18748,   0.41367,   0.22488,  -0.42686,   0.73622,  -0.00295
  -0.35228,   0.45356,  -0.26534,  -0.21936,  -0.16173,  -0.30567
   0.57747,   0.62224,  -0.25761,  -0.13037,   0.00923,  -0.46113
  -0.12900,   0.40145,  -0.19710,  -0.16554,   0.67117,  -0.54981
  -0.38356,   0.66140,   0.53026,  -0.21501,   0.80093,  -0.55752
  -0.43975,   0.14719,  -0.42163,  -0.25417,  -0.28264,  -0.02561
  -0.46990,   0.67325,  -0.11113,  -0.16055,   0.22673,  -0.58930
