   0.21684,  -0.79518,   0.11699,  -0.10690,  -0.04846,  -0.39435
  -0.16692,  -0.77645,  -0.25864,  -0.64761,  -0.11058,  -0.79445
   0.16709,  -0.40501,  -0.20899,  -0.52770,   0.19309,   0.54610
  -0.35472,  -0.33793,  -0.29794,  -0.21556,  -0.02990,  -0.02412
   0.44922,  -0.62469,   0.04572,  -0.48191,   0.06711,  -0.08844
   0.28698,  -0.00393,  -0.25400,  -0.00977,  -0.23115,   0.70645
  -0.25338,  -0.64128,   0.03497,   0.19677,   0.10756,  -0.55201
  -0.34885,  -0.34853,  -0.30968,  -0.25918,   0.06093,  -0.05110
  -0.28570,  -0.29783,  -0.07503,   0.38036,  -0.24093,   0.86376
  -0.42928,  -0.57855,  -0.24474,   0.05147,  -0.37270,   0.02928
   0.76155,   0.51958,   0.14953,   0.02420,  -0.35431,  -0.57487
   0.12961,  -0.24074,  -0.48202,   0.06584,   0.01225,  -0.44271
  -0.09716,  -0.43786,  -0.01404,   0.28713,  -0.19799,  -0.22083
   0.26905,  -0.18785,  -0.11388,  -0.22341,  -0.13271,  -0.31824
  -0.35943,  -0.59890,  -0.40415,   0.36358,  -0.08873,  -0.47716
   0.83242,  -0.29755,  -0.32309,  -0.28383,  -0.31234,  -0.35156
  -0.18416,   0.10146,  -0.15415,  -0.39960,  -0.20179,  -0.48816
  -0.51599,  -0.05253,  -0.52210,  -0.14877,  -0.31305,  -0.04139
  -0.30023,  -0.33408,  -0.52507,  -0.28234,   0.59713,   0.39159
  -0.45556,  -0.12088,  -0.71697,  -0.37848,  -0.12915,   0.56273
   0.62611,  -0.20663,  -0.31206,  -0.10684,  -0.16291,   0.62811
   0.42488,  -0.19491,  -0.45067,  -0.20923,   0.17650,  -0.12936
  -0.29686,  -0.34564,  -0.10614,  -0.15457,   0.56606,   0.07412
  -0.25482,  -0.01811,  -0.48548,  -0.15940,   0.50559,  -0.61714
  -0.37005,  -0.06084,  -0.24763,  -0.22625,   0.80571,   0.50338
   0.61019,  -0.62367,   0.13417,  -0.49452,  -0.43055,  -0.45540
   0.15888,  -0.19306,  -0.00917,  -0.53805,  -0.62970,  -0.08723
  -0.38584,  -0.19459,   0.60035,  -0.04498,  -0.45047,  -0.26136
  -0.42513,   0.58149,   0.15400,   0.16977,  -0.34592,  -0.44513
  -0.48810,  -0.81728,  -0.40656,   0.39276,  -0.59401,   0.18631
   0.56196,   0.15012,   0.19492,   0.01082,  -0.44341,   0.14262
   0.53267,   0.18019,   0.15625,   0.41321,  -0.13878,  -0.06243
  -0.34912,   0.29632,   0.53518,  -0.30331,  -0.44612,  -0.17104
  -0.18948,  -0.15676,   0.15978,   0.35986,  -0.33831,  -0.12737
  -0.25805,  -0.47914,   0.36939,  -0.27769,  -0.59974,  -0.11443
   0.72382,  -0.21710,  -0.44113,   0.30438,  -0.49107,  -0.16192
   0.60417,   0.10598,  -0.23806,   0.29042,  -0.36672,  -0.32764
  -0.51252,  -0.17150,  -0.11122,  -0.30336,  -0.45119,  -0.51646
  -0.34213,   0.11108,  -0.22111,  -0.01232,  -0.32813,   0.31068
  -0.14204,   0.18543,   0.00393,   0.01772,  -0.61129,   0.32618
   0.82346,  -0.05618,  -0.39297,  -0.58828,  -0.12215,  -0.00919
   0.69074,   0.25971,  -0.47205,  -0.29769,  -0.55263,  -0.12439
   0.56996,   0.25502,  -0.25395,  -0.44110,  -0.52081,  -0.24504
  -0.27540,   0.05806,  -0.32174,  -0.44529,  -0.27511,   0.50901
  -0.48641,  -0.26495,  -0.12420,  -0.39991,  -0.53776,   0.47206
   0.76559,  -0.15013,  -0.27217,  -0.38967,  -0.04795,   0.39204
   0.39553,  -0.02267,  -0.47021,  -0.35851,  -0.27437,  -0.06188
   0.10917,   0.04687,  -0.42740,  -0.41578,   0.53991,   0.28041
  -0.54177,  -0.06140,  -0.41863,  -0.44872,  -0.30045,   0.05792
  -0.45496,   0.53801,  -0.26655,  -0.64371,  -0.68177,   0.93260
   0.61498,   0.37977,   0.70865,   0.58677,  -0.45878,  -0.64353
   0.52522,  -0.17848,   0.34279,   0.54386,  -0.41058,  -0.30039
  -0.18248,   0.44238,   0.74091,   0.78269,  -0.30749,  -0.27309
  -0.36200,   0.56556,   0.73832,   0.58315,  -0.22162,  -0.28342
  -0.27450,   0.50578,   0.68089,  -0.11484,  -0.49132,  -0.49772
   0.18809,   0.25811,   0.86874,   0.50525,  -0.55949,  -0.67105
  -0.19814,   0.64563,   0.54257,   0.49820,  -0.33695,  -0.37924
  -0.34049,   0.61029,   0.79937,   0.93750,  -0.28230,  -0.60826
  -0.28672,   0.42346,   0.79961,   0.85717,  -0.15959,  -0.63342
  -0.17132,   0.59104,   0.89170,   0.66761,  -0.32789,  -0.30502
   0.51162,   0.13029,   0.62210,   0.72166,  -0.09199,  -0.75566
