  -0.55149,  -0.03180,   0.87207,  -0.18297,   0.90004,   0.93750,  -0.85719,   0.93224,  -0.79253,  -0.77453
   0.93568,   0.93750,   0.50940,  -0.28989,   0.54672,  -0.31151,   0.93750,  -0.27505,  -0.84641,  -0.79408
   0.81305,   0.02285,  -0.39403,  -0.27014,  -0.23991,   0.20371,  -0.66402,  -0.38192,   0.93750,  -0.30160
  -0.61933,  -0.54415,   0.93750,   0.55959,   0.89510,   0.23579,   0.92905,  -0.57923,  -0.80841,  -0.27459
   0.93750,   0.93414,   0.75404,  -0.22998,   0.73159,  -0.46678,   0.78189,  -0.58036,  -0.88225,  -0.09239
  -0.31899,   0.93699,  -0.51071,  -0.80101,   0.93267,  -0.67172,   0.92174,   0.86311,  -0.51956,  -0.62645
  -0.68195,  -0.55278,  -0.32105,  -0.42908,   0.93750,  -0.74648,   0.93254,   0.92672,  -0.58414,   0.81305
   0.93750,  -0.02121,   0.02500,  -0.69083,  -0.03094,  -0.87303,  -0.36793,   0.93750,  -0.93750,   0.23800
  -0.24197,  -0.39170,  -0.44233,   0.80004,  -0.12190,  -0.63074,   0.92539,   0.93715,  -0.37033,   0.93314
   0.46404,   0.93750,   0.08076,  -0.27281,  -0.13545,  -0.83381,   0.87209,  -0.36595,  -0.86770,   0.93750
   0.28694,  -0.02863,  -0.50034,   0.93750,  -0.93691,   0.80482,   0.86482,  -0.71641,  -0.93750,   0.79768
  -0.55695,  -0.73004,  -0.24823,   0.00995,  -0.15639,   0.25637,  -0.22048,  -0.29833,   0.78935,   0.62781
   0.86277,   0.93750,  -0.16810,  -0.01632,  -0.08080,  -0.85121,   0.93174,   0.93750,  -0.92023,   0.93750
  -0.31823,   0.11351,  -0.27220,   0.86016,  -0.01992,   0.93750,  -0.93729,   0.93750,  -0.26408,  -0.57836
  -0.07482,  -0.25472,  -0.76137,   0.93750,  -0.26382,   0.93750,   0.93719,  -0.67155,  -0.53609,  -0.48805
  -0.32792,  -0.39515,   0.93750,   0.28573,   0.88676,  -0.60710,   0.93550,  -0.66759,  -0.71667,   0.37958
  -0.61038,  -0.22609,   0.03224,  -0.08781,   0.45709,  -0.17353,   0.87239,  -0.24068,   0.77744,  -0.13413
   0.54409,   0.93750,  -0.92834,  -0.59445,  -0.69302,  -0.68897,  -0.40485,   0.93750,  -0.93576,   0.93750
  -0.49652,  -0.24823,  -0.13562,   0.93676,  -0.10377,   0.93750,  -0.56060,   0.93750,  -0.30476,  -0.30339
   0.40862,   0.88545,  -0.57903,  -0.35019,  -0.53910,  -0.50318,  -0.68211,   0.93750,  -0.80042,   0.93750
   0.13522,   0.93750,  -0.89942,  -0.71577,  -0.21678,  -0.83912,   0.04196,   0.93750,  -0.79302,   0.93750
   0.93750,   0.93750,   0.51119,  -0.05791,   0.00550,   0.09812,  -0.25622,  -0.93121,  -0.93189,  -0.33476
   0.11544,   0.93750,  -0.10632,   0.93750,   0.43351,   0.33034,   0.61048,   0.34284,  -0.04749,  -0.79827
  -0.16656,  -0.78020,  -0.51049,   0.93750,  -0.93750,   0.75552,   0.86099,  -0.53260,  -0.48662,   0.82619
   0.93750,  -0.27244,  -0.64319,   0.24252,  -0.05563,   0.08149,  -0.81265,   0.75970,   0.71324,  -0.79371
   0.72465,   0.86685,   0.75650,   0.31669,  -0.62811,   0.49570,  -0.63540,  -0.11532,  -0.93750,   0.93750
  -0.93799,  -0.67746,   0.91116,   0.15902,   0.42921,  -0.18646,   0.93461,  -0.66430,  -0.58577,   0.87736
  -0.54614,  -0.25816,   0.18673,   0.09286,   0.80049,  -0.48256,   0.73397,   0.38576,   0.25156,  -0.45653
  -0.31744,  -0.74915,   0.17094,   0.93750,  -0.54899,   0.54582,   0.93750,  -0.47636,  -0.32959,   0.87173
