   0.54743,  -0.05702,  -0.44050,  -0.38781,   0.21399,   0.43312
   0.66011,   0.19046,  -0.43794,  -0.41943,  -0.33472,   0.16364
  -0.22526,   0.63206,  -0.12915,  -0.36294,  -0.24429,   0.46402
  -0.48340,   0.48980,  -0.21174,  -0.48932,  -0.43162,   0.31701
  -0.48328,   0.14368,  -0.45975,  -0.18752,  -0.38333,   0.72706
   0.60154,  -0.38146,  -0.20806,  -0.26746,  -0.01531,   0.67581
   0.31885,  -0.10159,  -0.19931,  -0.18117,  -0.27890,   0.06558
  -0.03290,   0.62615,  -0.15841,  -0.46239,   0.22161,   0.12439
  -0.34115,  -0.20512,  -0.15799,  -0.18744,   0.36743,   0.66521
  -0.37766,  -0.09948,  -0.40893,  -0.29826,  -0.62127,  -0.15230
   0.43617,   0.18678,   0.74749,   0.51668,   0.14089,  -0.56269
  -0.00235,  -0.31647,   0.56004,   0.51626,  -0.62902,  -0.34840
  -0.15917,   0.22741,   0.50375,   0.60239,  -0.16381,  -0.17350
  -0.50725,  -0.27570,  -0.07111,   0.58273,   0.52722,  -0.39833
  -0.32438,  -0.15400,   0.28208,  -0.29587,   0.54305,  -0.14783
   0.51001,   0.77269,   0.72616,   0.51219,  -0.12124,  -0.21666
   0.77239,   0.81540,   0.74850,  -0.19476,  -0.02152,  -0.49433
  -0.33132,   0.69740,   0.74898,   0.47947,   0.48848,  -0.31573
  -0.44714,   0.46167,   0.70221,   0.44404,   0.26555,  -0.31802
  -0.48454,   0.58566,   0.43236,   0.18474,  -0.09147,  -0.57412
   0.52969,   0.66149,   0.19569,  -0.04193,  -0.62944,  -0.41674
   0.77261,   0.61138,   0.17578,  -0.14864,   0.54384,  -0.36308
  -0.30291,   0.76444,   0.48609,  -0.37063,   0.45669,  -0.49318
  -0.42729,   0.56470,   0.33065,  -0.32830,   0.46955,  -0.33080
  -0.28717,   0.72242,   0.75343,  -0.17969,   0.82110,  -0.61265
   0.76300,   0.54564,  -0.39282,  -0.15273,   0.48553,  -0.39397
   0.35867,   0.67662,  -0.30011,  -0.07708,   0.24956,  -0.43142
  -0.42549,   0.69680,  -0.45617,  -0.23301,   0.31892,  -0.27452
  -0.50628,   0.71199,  -0.41000,  -0.19873,   0.04181,  -0.40237
  -0.30726,   0.34887,  -0.04531,  -0.19838,  -0.30241,  -0.55813
   0.74234,   0.73149,  -0.17042,  -0.13554,   0.11758,  -0.43362
   0.40634,  -0.04261,  -0.50391,  -0.05362,   0.35998,  -0.52210
  -0.32517,   0.18682,  -0.28796,  -0.33594,  -0.32661,  -0.33200
  -0.41054,   0.89069,  -0.25638,  -0.19412,  -0.10126,  -0.37156
  -0.29593,   0.47916,  -0.06103,   0.07752,   0.22435,  -0.34721
